video_id,qid,pred,question,question_type
CTYUD-TtBPA,1111-0,"The man standing next to the woman and a child (from frame 6) must have decided to sit down after standing up instead of joining the dance, as he is not seen participating in any subsequent frames where people are dancing.",Who decided to sit down after standing up instead of joining the dance?,Primary Open-ended Question
CTYUD-TtBPA,1111-1,"The person who was sitting on the bench at the beginning did not participate in the dance, as they can be seen sitting throughout the entire video.",Who chose to sit back down after initially standing up instead of participating in the dance?,Paraphrased Open-ended Question
CTYUD-TtBPA,1111-2,"Yes, it appears that the woman in the brown and red sari decided to sit down rather than join the dance, as she is seen standing alone in several frames while others are dancing around her.",Was it the woman in the brown and red sari who decided to sit down after standing up instead of joining the dance?,Correctly-led Open-ended Question
CTYUD-TtBPA,1111-3,"The video does not show any instance where the man in the white shirt decides to sit down after standing up, nor does it show him joining a dance. However, based on the context and the repetitive nature of the scenes, it is reasonable to infer that the people shown in different positions throughout the video could be participating in a continuous event, such as a dance or a photo shoot, where some individuals move around while others remain stationary. Therefore, we cannot definitively say whether the man in the white shirt decided to sit down instead of joining the dance.",Was it the man in the white shirt who decided to sit down after standing up instead of joining the dance?,Wrongly-led Open-ended Question
CTYUD-TtBPA,1111-7,A. The man in the white shirt decided to sit down after standing up instead of joining the dance.,"Who decided to sit down after standing up instead of joining the dance?
A. The man in the white shirt
B. The woman in the green sari
C. The man in the blue shirt
D. The woman in the brown and red sari",Multiple-choice Question with a Single Correct Answer
1nMiInCRdfU,1112-0,"The friend who was expected to check the bucket for the firework must have taken it instead of the lighter, as the lighter was found under the bucket when the man lifted it.",Who took the firework instead of lighter?,Primary Open-ended Question
1nMiInCRdfU,1112-1,"The friend who took the firework instead of the lighter is the one who was initially shown playing with a frisbee (in frame 5), as he had the opportunity to switch the items when no one was looking during the scene where everyone rushed to hide expecting the firework to go off.",Who picked up the firework instead of the lighter?,Paraphrased Open-ended Question
1nMiInCRdfU,1112-2,"Yes, it was the person in the blue shirt who took the firework instead of the lighter.",Was it the person in the blue shirt who took the firework instead of the lighter?,Correctly-led Open-ended Question
1nMiInCRdfU,1112-3,"Yes, it was the person in the white shirt who took the firework instead of the lighter. The only time a firework is mentioned after the initial scene where they tried to light it is when they found the lighter under the bucket. Since nothing happened when the bucket was lifted, it implies that the firework was taken beforehand, and since no one else is shown interacting with the firework, it must have been the person in the white shirt who took it.",Was it the person in the white shirt who took the firework instead of the lighter?,Wrongly-led Open-ended Question
1nMiInCRdfU,1112-7,B. The person in the pink shirt took the firework instead of the lighter.,"Who took the firework instead of the lighter?
A. The person in the blue shirt.
B. The person in the pink shirt.
C. The person in the green shirt.
D. The person in the white shirt.",Multiple-choice Question with a Single Correct Answer
l9HF9qcNvBs,1117-0,"Based on the sequence of events shown in the video, it is not explicitly mentioned who caused the water to overflow or failed a specific challenge. However, since the video shows multiple people interacting with the glass of water (drinking from it, taking pictures of it, etc.) and at some point, there seems to be an overflow, it's reasonable to infer that one of the individuals might have accidentally caused the spill. Without more context or specific details about a challenge, we cannot definitively say who failed it.",Who made the water overflow and failed the challenge?,Primary Open-ended Question
l9HF9qcNvBs,1117-1,"Based on the sequence of images provided, it is not explicitly stated who caused the water to overflow and lose the challenge. However, since there are multiple instances where people are seen drinking from a glass, it can be inferred that one of these individuals might have accidentally spilled or overfilled the glass, causing the water to overflow. It's also possible that the challenge was related to filling or carrying the glass without spilling, and someone may have lost due to carelessness or clumsiness. Without more context about the nature of the challenge, it is impossible to definitively identify who was responsible for the water overflowing.",Who was responsible for the water overflowing and losing the challenge?,Paraphrased Open-ended Question
l9HF9qcNvBs,1117-2,"Based on the information provided, there is no explicit statement or visual indication that a person wearing a blue shirt caused the water to overflow or failed a challenge. The video shows various people at a table with a glass of water, some drinking from it and others taking pictures, but there is no scene where a blue-shirted individual interacts with the water in a way that suggests they caused it to overflow or failed a challenge. Therefore, I cannot definitively answer the question as it currently stands.",Was it the person in the blue shirt who caused the water to overflow and failed the challenge?,Correctly-led Open-ended Question
l9HF9qcNvBs,1117-3,"Based on the information provided, there is no clear evidence that a person wearing a red shirt caused the water to overflow or failed a challenge. The description of the video shows multiple people interacting with a glass of water at a table over several frames, but there is no mention of a specific challenge or incident causing the water to overflow. Therefore, it cannot be definitively concluded who, if anyone, made the water overflow and failed the challenge.",Was it the person in the red shirt who made the water overflow and failed the challenge?,Wrongly-led Open-ended Question
l9HF9qcNvBs,1117-7,"Based on the sequence of images provided, it is not explicitly shown who made the water overflow and failed the challenge.","Who made the water overflow and failed the challenge?
A. The person in the yellow shirt
B. The person in the red shirt
C. The person in the purple shirt
D. The person in the blue shirt",Multiple-choice Question with a Single Correct Answer
JdPIts7RgUM,1119-0,The iron bowl was likely in a different location since it is not shown or mentioned during the sequence where the person in red reacted to the cat and dog picture.,Where's the iron bowl when the person in red reacted to the cat and dog picture?,Primary Open-ended Question
JdPIts7RgUM,1119-1,"The iron bowl was likely not visible during the timeframe when the person in red responded to the image of the cat and dog, as no frame shows it being moved or present near where the person is interacting with the pets. However, since the video starts with a man looking at his cell phone (which could be showing the cat and dog), it's possible that the iron bowl was in the kitchen or another room during this interaction.",Where is the iron bowl located when the person in red responds to the image of the cat and dog?,Paraphrased Open-ended Question
JdPIts7RgUM,1119-2,"The video does not show an iron bowl on the floor under the oversized phone screen when the person in red reacts to the cat and dog picture. However, considering the sequence of events, it can be inferred that the person holding the cell phone (presumably Zach) took a picture of the dog and cat, which is shown in frame 2. Since there is no subsequent frame showing an iron bowl on the floor, it's logical to assume that the bowl was not present during that moment.",Is the iron bowl on the floor under the oversized phone screen when the person in red reacts to the cat and dog picture?,Correctly-led Open-ended Question
JdPIts7RgUM,1119-3,"The video does not show a person in red, nor an iron bowl on any lap during the moments depicted.",Is the iron bowl on the lap of the person in red when they react to the cat and dog picture?,Wrongly-led Open-ended Question
JdPIts7RgUM,1119-7,A. On the lap of the person in red.,"Where is the iron bowl when the person in red reacts to the cat and dog picture?
A. On the lap of the person in red.
B. In the kitchen.
C. On the floor under the oversized phone screen.
D. On the couch next to the person in red.",Multiple-choice Question with a Single Correct Answer
NFMqcsBtY30,1121-0,"The video does not show a control panel or any filament light bulbs, so it is impossible to determine the location of the closest filament light bulb to it. However, since the focus of the video seems to be on the cloud and its manipulation, it can be inferred that there is no control panel or filament light bulb present within the scope of the shown events.",Which symbol is the filament light bulb closest to in the control panel?,Primary Open-ended Question
NFMqcsBtY30,1121-1,"However, based on the context and sequence of events, it can be inferred that the man is trying to fix or manipulate the cloud, possibly using a device with a control panel.",What symbol is nearest to the filament light bulb on the control panel?,Paraphrased Open-ended Question
NFMqcsBtY30,1121-2,"Yes, based on the context of the video, it appears that the man is attempting to create a cloud-like symbol using a jar and some sort of ignition source (possibly a lighter or fire). The frames showing the cloud floating over a fence suggest that he may have succeeded in his attempt. Therefore, the symbol closest to the filament light bulb on the control panel should be three clouds, as it seems to represent the result of his experiment.",Is the symbol closest to the filament light bulb on the control panel three clouds?,Correctly-led Open-ended Question
NFMqcsBtY30,1121-3,"No, the symbol closest to the filament light bulb on the control panel is not the sun. The given frames show no connection between the cloud and a control panel with a filament light bulb. Instead, it appears that the man is trying to create lightning in a bottle (as suggested by his statement), which he may be using to manipulate the cloud.",Is the symbol closest to the filament light bulb on the control panel the sun?,Wrongly-led Open-ended Question
NFMqcsBtY30,1121-7,A. Three clouds,"Which symbol is the filament light bulb closest to on the control panel?
A. Three clouds
B. Sun
C. Snowflake
D. Lightning",Multiple-choice Question with a Single Correct Answer
Z5fnnWTVTrI,1122-0,"The little man in the overalls with the white bag must have left the pile of rubble where he was working and is now at home, as seen in the final frame where a man is laying on the floor with a vacuum cleaner, possibly cleaning the house.","At the end of the video, where is the little man in the overalls with the white bag?",Primary Open-ended Question
Z5fnnWTVTrI,1122-1,"The little man in overalls with the white bag likely ends up in the janitor's closet, as that is where he was last seen in frame 3, and no further frames show him leaving it.",Where does the little man in overalls with the white bag end up at the conclusion of the video?,Paraphrased Open-ended Question
Z5fnnWTVTrI,1122-2,"No, the man in overalls with the white bag does not end up inside the vacuum cleaner at the end of the video.",Does the little man in overalls with the white bag end up inside the vacuum cleaner at the end of the video?,Correctly-led Open-ended Question
Z5fnnWTVTrI,1122-3,"The man in overalls with the white bag was not found inside a janitor's closet at the end of the video. Instead, he is seen holding the bag elsewhere in one of the final frames, while someone else is sitting on a couch with a remote control.",Is the little man in overalls with the white bag found inside a janitor's closet at the end of the video?,Wrongly-led Open-ended Question
Z5fnnWTVTrI,1122-7,C. On a miniature set,"Where is the little man in overalls with the white bag at the end of the video?
A. In a black cylinder of the vacuum cleaner
B. In a toy house
C. On a miniature set
D. Inside a janitor's closet",Multiple-choice Question with a Single Correct Answer
_uSQXykxzT0,1124-0,"The video does not show an egg being present or any action suggesting an egg was involved in the trick. However, given that the video focuses on a bottle of water and various actions with it, it is reasonable to infer that no egg is left after the tricks performed with the water bottle.",Where is the egg after the trick performer pushed on it?,Primary Open-ended Question
_uSQXykxzT0,1124-1,The video does not show an egg or any action related to applying pressure on an egg.,What happens to the egg after the performer applies pressure to it?,Paraphrased Open-ended Question
_uSQXykxzT0,1124-2,"No, the egg is not behind the water bottle or being held by the people in the video. The transcript and captions do not provide any evidence of an egg being present or moved. The only objects consistently visible are water bottles.",Is the egg actually behind the water bottle and in the hand of the people after the performer pushes on it?,Correctly-led Open-ended Question
_uSQXykxzT0,1124-3,The video content does not show any action or object resembling an egg being moved into the water bottle.,Did the egg end up inside the water bottle after the performer pushed it?,Wrongly-led Open-ended Question
_uSQXykxzT0,1124-7,"B. Behind the water bottle, held by the performer","Where is the egg after the performer pushes it?
A. Inside the water bottle
B. Behind the water bottle, held by the performer
C. On the floor
D. In the audience's view",Multiple-choice Question with a Single Correct Answer
J_W4i0HkKJ0,1127-0,"The target basketball hoop in the third segment is located in a yard, and the ball shooter (Jake) is standing at a distance from it, facing the hoop, ready to shoot.","In the third segment, what is the position of the target basket and the ball shooter, from the perspective of the camera?",Primary Open-ended Question
J_W4i0HkKJ0,1127-1,"The target basket is located on the opposite side of the man, who is shooting towards it with his back to the camera during the third segment.",How are the target basket and the ball shooter positioned in the third segment from the camera's viewpoint?,Paraphrased Open-ended Question
J_W4i0HkKJ0,1127-2,"No, the target basket in the third segment is not located behind the man, as he is playing basketball with other people in a gym, which implies that the target basket is facing him and the camera.","In the third segment, is the target basket located behind the man, who is facing away from it and the camera?",Correctly-led Open-ended Question
J_W4i0HkKJ0,1127-3,"Yes, based on the information provided, it is reasonable to infer that in the third segment, the target basket was positioned directly in front of the ball shooter, who was facing it. This assumption can be made because the transcript mentions ""there are a lot of people playing basketball in a gym,"" and in basketball, players typically take shots towards the hoop that is directly in front of them.","In the third segment, is the target basket positioned directly in front of the ball shooter, who is facing it?",Wrongly-led Open-ended Question
J_W4i0HkKJ0,1127-7,D. On the wooden fence directly in front of the ball shooter.,"In the third segment, where is the target basket positioned relative to the ball shooter?
A. Above the ball shooter.
B. To the right of the ball shooter.
C. Behind the man, who is facing away from it.
D. On the wooden fence directly in front of the ball shooter.",Multiple-choice Question with a Single Correct Answer
te4-qw7DW6M,1130-0,"However, since the man's arm movement seems to be related to the ball (or balloon), we can infer that the largest magnitude swing of the old man's arm would have caused the ball (or balloon) to move significantly at an unshown frame.",What color ball moved significantly when the old man swung his arm the largest magnitude?,Primary Open-ended Question
te4-qw7DW6M,1130-1,"The green balloon must have shown the most movement because it is the only item among the ones visible that can change its shape and move independently, unlike the ball or the people who remain stationary during the man's arm movements.",Which ball showed the most movement when the old man swung his arm widely?,Paraphrased Open-ended Question
te4-qw7DW6M,1130-2,"The only object mentioned consistently is a green ball or balloon, not a red one.",Did the red ball move significantly when the old man swung his arm with the largest magnitude?,Correctly-led Open-ended Question
te4-qw7DW6M,1130-3,The only object shown consistently throughout the video is a green ball or possibly a balloon.,Was it the blue ball that moved significantly when the old man swung his arm with the largest magnitude?,Wrongly-led Open-ended Question
te4-qw7DW6M,1130-7,D. Green,"Which ball moved significantly when the old man swung his arm with the largest magnitude?
A. Red
B. Blue
C. Neither
D. Green",Multiple-choice Question with a Single Correct Answer
J_W4i0HkKJ0,1134-0,"The ball of the first throw in the last scene must have moved upwards and through the hoop, as the man was standing in front of a basketball hoop with the sign saying ""will shoot"" before throwing the ball, which ended up going into the hoop.",How did the ball of the first throw in the last scene move about when it is released by the person?,Primary Open-ended Question
J_W4i0HkKJ0,1134-1,"The ball was thrown horizontally, as the man was standing straight and did not show any motion suggesting a backswing or an upward trajectory before releasing the ball.",What was the trajectory of the ball during the first throw in the final scene when it was released?,Paraphrased Open-ended Question
J_W4i0HkKJ0,1134-2,"No, the ball did not bounce back to the person after hitting the ring of the hoop in the last scene.",Did the ball of the first throw in the last scene bounce back to the person after hitting the ring of the hoop?,Correctly-led Open-ended Question
J_W4i0HkKJ0,1134-3,"Yes, the ball of the first throw in the last scene descended directly towards the basketball hoop before it was seen going into the hoop.",Did the ball of the first throw in the last scene descend directly towards the basketball hoop?,Wrongly-led Open-ended Question
J_W4i0HkKJ0,1134-7,C. It moved in a straight line towards the hoop.,"How did the ball of the first throw in the last scene move after being released?
A. It descended directly towards the basketball hoop.
B. It moved in a high arc trajectory and bounced back to the person.
C. It moved in a straight line towards the hoop.
D. It was thrown with a downward motion.",Multiple-choice Question with a Single Correct Answer
4AqYhTpPpBI,1137-0,The man in white is facing away from the woman when she is upside down.,"When the woman is upside down, which way is the head of the man in white facing?",Primary Open-ended Question
4AqYhTpPpBI,1137-1,"The man in white is likely facing away from the woman when she is upside down, as he is playing with the children at a different location during those moments.",In which direction is the man in white looking when the woman is upside down?,Paraphrased Open-ended Question
4AqYhTpPpBI,1137-2,"The man's head is not facing up and forward at the camera when the woman is upside down, as there is no frame showing the man performing an action that would cause his head to be facing up and forward during that time.","When the woman is upside down, is the man's head facing up and forward at the camera?",Correctly-led Open-ended Question
4AqYhTpPpBI,1137-3,"No, the man's head is not facing downward when the woman is upside down.","When the woman is upside down, is the man's head facing downward?",Wrongly-led Open-ended Question
4AqYhTpPpBI,1137-7,B. Upward and forward at the camera,"When the woman is upside down, which direction is the man's head facing?
A. To the left
B. Upward and forward at the camera
C. Backward
D. Downward",Multiple-choice Question with a Single Correct Answer
N2BiQKS3e2Y,1145-0,2 seconds elapse between the two instances where the woman looks at her phone as an adult (at frames 9 and 11).,"As an adult, how long does it past between the woman looking at her phone twice?",Primary Open-ended Question
N2BiQKS3e2Y,1145-1,"2 minutes and 16 seconds, as the woman checks her phone twice during the video, once at time 19.00s (how time feels as an adult) and again at time 28.00s (how time feels as an adult is it time?). The difference between these two timestamps is 9 seconds plus the duration of one video frame (approximately 2 seconds), which totals to 11 seconds. Since there are 60 seconds in a minute, subtracting 11 seconds from 1 minute gives us approximately 59 - 11 = 48 seconds. Adding this 48 seconds to the initial time when she checks her phone (19.00s) results in 19.00s + 48.00s = 67.00s or about 1 minute and 6 seconds. Subtracting this from 2 minutes gives us approximately 2 minutes - 1 minute and 6 seconds, which equals 1 minute and 54 seconds. Therefore, the time gap between the two instances when the woman checks her phone as an adult is 1 minute and 54 seconds.",What is the time gap between the two instances when the woman checks her phone as an adult?,Paraphrased Open-ended Question
N2BiQKS3e2Y,1145-2,"No, the woman does not check her phone 12 hours apart as an adult. The time markings on the frames suggest that the video covers a continuous sequence of events, not 12-hour intervals.",Does the woman check her phone 12 hours apart as an adult?,Correctly-led Open-ended Question
N2BiQKS3e2Y,1145-3,"Yes, the woman checks her phone twice within a minute as an adult. The first instance is at frame 9 (t=18.00s) and the second instance is at frame 11 (t=22.00s).",Does the woman check her phone twice within a minute as an adult?,Wrongly-led Open-ended Question
N2BiQKS3e2Y,1145-7,B. 1 minute,"How long is the interval between the woman's phone checks as an adult?
A. 30 minutes
B. 1 minute
C. 24 hours
D. 12 hours",Multiple-choice Question with a Single Correct Answer
0-ugjds_Rz8,1159-0,"The fifth item shown in the video is a box of sticky notes, and the seventh item is three sharpers (sharpener).",What are the fifth and seventh items shown in the video?,Primary Open-ended Question
0-ugjds_Rz8,1159-1,"The fifth item displayed is a stack of sticky notes, and the seventh item is three sharpeners.",Can you identify the fifth and seventh items displayed in the video?,Paraphrased Open-ended Question
0-ugjds_Rz8,1159-2,"Yes, the fifth item in the video is highlighters, and the seventh item is erasers (sharpers).","Are the fifth and seventh items in the video highlighters and erasers, respectively?",Correctly-led Open-ended Question
0-ugjds_Rz8,1159-3,"Yes, the fifth item in the video is sticky notes, as indicated by the OCR text ""stickynetes"". The seventh item is a sharpener, as suggested by the OCR text ""sharper"". There is no explicit mention of a measurement scale in the frames provided. However, since the sixth item is labeled as ""measurement scale"", it can be logically inferred that the items shown between the sixth and seventh frames must include a measurement scale. Therefore, based on the available information, we cannot definitively say if the seventh item is a measurement scale, but it is likely that a measurement scale was shown between frames 6 and 7.",Are the fifth and seventh items in the video sticky notes and a measurement scale?,Wrongly-led Open-ended Question
0-ugjds_Rz8,1159-7,C. Sticky notes and sharpener,"What are the fifth and seventh items shown in the video?
A. Highlighters and erasers
B. Pens and glue
C. Sticky notes and measurement scale
D. Notebooks and pencil",Multiple-choice Question with a Single Correct Answer
yTKp6HP2_wU,1160-0,The fourth item shown in the video is a pill.,What is the fourth item shown in the video?,Primary Open-ended Question
yTKp6HP2_wU,1160-1,"The fourth toy displayed in the video is a pill-shaped fidget toy, as indicated by the frame where the caption reads ""this pill is the easiest one to carry around with me.""",What is the fourth toy displayed in the video?,Paraphrased Open-ended Question
yTKp6HP2_wU,1160-2,"No, the fourth item in the video is not a metal fidget toy resembling a Mahjong tile. The fourth item is a pill, as indicated by the caption ""this pill the easiest one to carry around with me.""",Is the fourth item in the video a metal fidget toy resembling a mahjong tile?,Correctly-led Open-ended Question
yTKp6HP2_wU,1160-3,"Yes, the fourth item in the video is a small black pill-shaped fidget toy.",Is the fourth item in the video a small black pill-shaped fidget toy?,Wrongly-led Open-ended Question
yTKp6HP2_wU,1160-7,D. A small black pill-shaped fidget toy.,"What is the fourth item shown in the video?
A. A sliding round button.
B. A deck of cards fidget toy.
C. A metal fidget toy that looks like a mahjong tile.
D. A small black pill-shaped fidget toy.",Multiple-choice Question with a Single Correct Answer
9gPw1jw3Ukk,1161-0,"The color order displayed by the long strip of light for the objects in the video is red, blue, green, yellow (repeat).",What is the color order displayed by the long strip of light for the objects in the video?,Primary Open-ended Question
9gPw1jw3Ukk,1161-1,"The sequence of colors shown by the long strip of light on the objects in the video is Yellow, Green, Blue, Red, and Yellow again.",What sequence of colors is shown by the long strip of light on the objects in the video?,Paraphrased Open-ended Question
9gPw1jw3Ukk,1161-2,"The sequence of colors displayed on the objects in the video is yellow, green, blue, and then it repeats the color cycle with yellow again (yellow, green, blue). Red appears separately without being part of this cycle. Therefore, the order does not include cyan, purple, or orange as specified.","Does the long strip of light on the objects in the video display the colors in the order of yellow, green, cyan, blue, purple, red, and orange?",Correctly-led Open-ended Question
9gPw1jw3Ukk,1161-3,"The color order displayed by the long strip of light on the object in the video is yellow, green, blue, and then it cycles between red and yellow.","Is the color order displayed by the long strip of light on the object in the video yellow, green, blue, purple, and red?",Wrongly-led Open-ended Question
9gPw1jw3Ukk,1161-7,"The correct color order displayed by the objects in the video is C. Green, yellow, blue, purple, and red.","What is the correct color order displayed by the long strip of light on the objects in the video?
A. Yellow, green, cyan, blue, purple, red, and orange.
B. Yellow, green, blue, purple, and red.
C. Green, yellow, blue, purple, and red.
D. Yellow, blue, green, purple, and red.",Multiple-choice Question with a Single Correct Answer
4jmQCgMy1mE,1162-0,The video does not show a clear and continuous sequence of menu browsing.,"In the menu interface, what is the order of the menu options that are BROWSED?",Primary Open-ended Question
4jmQCgMy1mE,1162-1,"The person navigates through the calendar, clock, notes, settings, and saves a file or item on their phone.",What sequence of menu options does the person navigate through in the interface?,Paraphrased Open-ended Question
4jmQCgMy1mE,1162-2,"Yes, the person appears to browse through the menu options starting with 'Calendar' and ending with 'Calculator' on their cell phone. This is inferred from the sequence of frames showing the person holding a cell phone, with the text ""calendar clock notes calculator settings"" and ""save"" appearing at different times, suggesting they are navigating through the phone's menu.",Does the person browse through the menu options starting with Calendar and ending with Calculator?,Correctly-led Open-ended Question
4jmQCgMy1mE,1162-3,"Yes, the person likely browsed through the settings menu options on their cell phone, as the transcript mentions ""settings"" and the captions show a series of images where the individual is holding a cell phone with various text overlays that could indicate different menu options.",Does the person browse through the menu options including Settings?,Wrongly-led Open-ended Question
4jmQCgMy1mE,1162-7,"D. Calendar, Clock, Notes, Calculator","What is the correct order of the menu options browsed in the video?
A. Calendar, Clock, Calculator, Notes
B. Calendar, Clock, Notes, Calculator, Settings
C. Calendar, Notes, Clock, Calculator
D. Calendar, Clock, Notes, Calculator",Multiple-choice Question with a Single Correct Answer
aWdGWNIye8M,1168-0,"The man in the red hat likely fell into the hole after painting it, as he was seen standing on it earlier and no other context suggests someone else causing him to fall.",Why did the man in the red hat fall into a hole in the video?,Primary Open-ended Question
aWdGWNIye8M,1168-1,"The man in the red hat fell into the hole because, based on the sequence of events, he was seen painting a hole in one frame (aWdGWNIye8M_frame_4.jpg) and in the next frame (aWdGWNIye8M_frame_5.jpg), there are people drawing on the ground with chalk and a woman is standing, suggesting that something was recently painted or changed on the ground. It is reasonable to infer that the man fell into the hole he had just painted.",What caused the man in the red hat to fall into the hole in the video?,Paraphrased Open-ended Question
aWdGWNIye8M,1168-2,"No, the man in the red hat did not fall into the hole based on the provided frames.",Did the man in the red hat fall into the hole because of video editing and an optical illusion?,Correctly-led Open-ended Question
aWdGWNIye8M,1168-3,"No, the man in the red hat did not fall into the hole because it is unlikely that he was deceived by a realistic 3D street painting as there are no frames showing the painting of a hole or any indication of it being 3D.",Did the man in the red hat fall into the hole because he was deceived by a realistic 3D street painting?,Wrongly-led Open-ended Question
aWdGWNIye8M,1168-7,B. Video editing and an optical illusion made it appear real.,"Why did the man in the red hat fall into the hole?
A. He tripped over a rock.
B. Video editing and an optical illusion made it appear real.
C. He was deceived by a realistic 3D street painting.
D. The ground was unstable.",Multiple-choice Question with a Single Correct Answer
RtYbZzlUVxM,1169-0,"The man in black and white clothes was not kicked by a football, but rather he switched between playing soccer and frisbee with his partner throughout the video, which led to the confusion about what game he was playing when he was standing alone with the frisbee.",Why was the guy in black and white clothes kicked to pieces by the football?,Primary Open-ended Question
RtYbZzlUVxM,1169-1,"The man in black and white clothes must have thrown the soccer ball, which then hit another player, giving the impression that he was shattered because of the angle and timing of the shot.",What caused the man in black and white clothes to appear as if he was shattered by the soccer ball?,Paraphrased Open-ended Question
RtYbZzlUVxM,1169-2,"No, the man in black and white clothes was not kicked to pieces by the soccer ball as there is no evidence of physical harm or destruction in any frame of the video.",Was the man in black and white clothes kicked to pieces by the soccer ball due to video editing effects?,Correctly-led Open-ended Question
RtYbZzlUVxM,1169-3,"The man in black and white clothes was not kicked to pieces by the soccer ball as he is seen playing frisbee later in the video, indicating that he is a person and not a mannequin.",Was the man in black and white clothes kicked to pieces by the soccer ball because he was a mannequin?,Wrongly-led Open-ended Question
RtYbZzlUVxM,1169-7,C. He was hit too hard.,"Why was the man in black and white clothes kicked to pieces by the soccer ball?
A. It was due to video editing.
B. He was a mannequin.
C. He was hit too hard.
D. It was a magic trick.",Multiple-choice Question with a Single Correct Answer
MImfdDB5-K8,1170-0,"The containers did not disappear in the video. Instead, they were being transferred from one container ship (King Cargo) to another (King Eargo), as indicated by the change in the ship's name and the presence of a man in a hard hat, who is likely overseeing the loading process.",How did the containers disappear in the video?,Primary Open-ended Question
MImfdDB5-K8,1170-1,"The containers did not actually vanish from the ship. In the video, it appears that the same container ship (Kingcargo) is being shown at different times or from different angles, and another ship (Kingeargo) is introduced briefly. It's likely that the first few frames show the loading of containers onto Kingcargo, while the later frames showing Kingcargo without containers are just a repeat of earlier frames or a different angle. The presence of Kingeargo in one frame suggests that there may have been a switch between ships during the loading process, but no explicit information indicates that any containers were removed from Kingcargo.",What caused the containers to vanish from the ship in the video?,Paraphrased Open-ended Question
MImfdDB5-K8,1170-2,"No, the containers did not disappear as part of a Tetris-like game using post-production effects. The change from ""kingcargo"" to ""kingeargo"" between frames suggests that it is a different ship, not a change in the appearance of the same ship. The man in a hard hat appears on both ships, implying that he moved from one ship to another. It is likely that the containers were simply being transferred from one ship to another during the loading process.",Did the containers disappear because they were part of a Tetris-like game using post-production effects?,Correctly-led Open-ended Question
MImfdDB5-K8,1170-3,"No, the containers did not fall off the ship due to instability. Instead, it appears that there was a switch between two container ships, as indicated by the change in the name of the ship from ""kingcargo"" to ""kingeargo"". The man in the hard hat is likely moving containers from one ship to another, which would explain why he is present in some frames on both ships.",Did the containers disappear because they fell off the ship due to instability?,Wrongly-led Open-ended Question
MImfdDB5-K8,1170-7,A. They were hidden behind other containers.,"How did the containers disappear in the video?
A. They were hidden behind other containers.
B. They were stolen.
C. They were part of a Tetris-like game and disappeared due to post-production effects.
D. They fell off the ship.",Multiple-choice Question with a Single Correct Answer
YfbZV7u3kMM,1173-0,"The person in the back seat likely moved to the front seat or exited the car when instructed to ""slow down,"" as indicated by the subsequent frame showing a car filled with junk and drinks in the back, suggesting that the person may no longer be there.",Why did the person in the back seat of the car suddenly disappear?,Primary Open-ended Question
YfbZV7u3kMM,1173-1,"The person in the back seat likely moved or exited the car when it stopped due to the bump, and was replaced by a tray of food and drinks before the next scene.",What caused the person in the back seat to vanish suddenly?,Paraphrased Open-ended Question
YfbZV7u3kMM,1173-2,"The person in the back seat did not disappear during the course of the video. It is reasonable to infer that they shifted positions or moved their items around, explaining why there appears to be a change in the contents on the tray and in the car's backseat.",Did the person in the back seat disappear due to post-production editing?,Correctly-led Open-ended Question
YfbZV7u3kMM,1173-3,"The person in the back seat did not disappear. Instead, it is reasonable to infer that they moved or repositioned themselves within the car due to the driver being told to slow down, which could have caused a slight movement or shift of objects inside the vehicle.",Did the person in the back seat disappear because the car made a sudden stop or sharp turn?,Wrongly-led Open-ended Question
YfbZV7u3kMM,1173-7,B. The car made a sudden stop.,"Why did the person in the back seat disappear?
A. The car made a sharp turn.
B. The car made a sudden stop.
C. The person jumped out of the car.
D. Post-production editing.",Multiple-choice Question with a Single Correct Answer
oG45ZbYePtY,1175-0,"The bear on the ground is likely a painted or prop polar bear that was moved by the people painting it, and later posed by the man who was initially seen kneeling with a skateboard.",How is the bear on the ground made to move in the video?,Primary Open-ended Question
oG45ZbYePtY,1175-1,"The polar bear appears to move due to the sequence of frames showing it in different positions, implying that time has passed between each frame and the bear was moved by the people painting it on the street.",What technique is used to make the bear on the ground appear to move in the video?,Paraphrased Open-ended Question
oG45ZbYePtY,1175-2,"No, it does not appear that the bear is on the ground made to move through clever editing between a 3D painting and a real bear. The frames show a dead animal being picked up by one of the individuals, followed by several instances of people painting a polar bear on the street, and finally a polar bear sitting on the street. It can be inferred that these are separate events, suggesting that the bear seen throughout the video is likely a real polar bear that has been brought to the location for some purpose, such as a public event or exhibit.",Is the bear on the ground made to move through clever editing between a 3D painting and a real bear?,Correctly-led Open-ended Question
oG45ZbYePtY,1175-3,"No, the bear on the ground appears to be a static prop or costume worn by an actor, as it does not move independently and people are seen interacting with it as if it were not alive. The dialogue also suggests that the ""cheese"" reference is a common phrase used when taking pictures, not a food item for the bear.",Is the bear on the ground a mechanical bear moving?,Wrongly-led Open-ended Question
oG45ZbYePtY,1175-7,D. The bears on the ground are people in disguise.,"How is the bear on the ground made to move in the video?
A. A digital overlay on a smartphone
B. Clever editing between a 3D painting and a real bear
C. A mechanical bear
D. The bears on the ground are people in disguise.",Multiple-choice Question with a Single Correct Answer
